Id, Road Name, Road Type, One Way, Lanes, Geometry
4480581,tř. Kosmonautů,tertiary,yes,,"LINESTRING (17.276386260986328 49.592235565185547, 17.276369094848633 49.592212677001953, 17.27631950378418 49.592166900634766, 17.276298522949219 49.5921516418457, 17.276201248168945 49.592105865478516, 17.27610969543457 49.592086791992188, 17.275171279907227 49.59185791015625, 17.274148941040039 49.591625213623047, 17.27403450012207 49.591598510742188, 17.273845672607422 49.591556549072266, 17.273614883422852 49.591506958007812, 17.270305633544922 49.590705871582031, 17.270252227783203 49.590694427490234, 17.270166397094727 49.590679168701172, 17.269912719726562 49.590618133544922, 17.269725799560547 49.590576171875, 17.269359588623047 49.590469360351562, 17.2685604095459 49.590301513671875, 17.2677001953125 49.590171813964844, 17.267490386962891 49.59014892578125, 17.267444610595703 49.590145111083984, 17.267406463623047 49.590141296386719, 17.267045974731445 49.590103149414062, 17.265800476074219 49.590011596679688, 17.265087127685547 49.589946746826172)"
4480582,17. listopadu,tertiary,,,"LINESTRING (17.264467239379883 49.594318389892578, 17.264377593994141 49.594184875488281, 17.264110565185547 49.593906402587891, 17.263870239257812 49.593635559082031, 17.263755798339844 49.593505859375, 17.263608932495117 49.593349456787109, 17.263496398925781 49.593227386474609, 17.261999130249023 49.591510772705078, 17.2615909576416 49.5910530090332, 17.261384963989258 49.5908203125, 17.261186599731445 49.590595245361328, 17.261110305786133 49.590499877929688, 17.260810852050781 49.590126037597656, 17.260669708251953 49.589950561523438, 17.260595321655273 49.589729309082031, 17.260616302490234 49.589561462402344, 17.260677337646484 49.589450836181641, 17.260702133178711 49.589401245117188, 17.260713577270508 49.589382171630859)"
4480585,Holická,tertiary,,,"LINESTRING (17.272573471069336 49.582912445068359, 17.272823333740234 49.582778930664062, 17.27301025390625 49.582679748535156, 17.273185729980469 49.582588195800781, 17.2733097076416 49.582546234130859, 17.273586273193359 49.582489013671875, 17.27410888671875 49.582363128662109, 17.274723052978516 49.582218170166016, 17.27885627746582 49.581253051757812, 17.282838821411133 49.580326080322266, 17.283498764038086 49.580196380615234, 17.28388786315918 49.580127716064453)"
4538614,Jeremenkova,tertiary,,,"LINESTRING (17.275672912597656 49.5960693359375, 17.275062561035156 49.597442626953125, 17.275035858154297 49.597511291503906, 17.274965286254883 49.597663879394531, 17.2744140625 49.598880767822266, 17.274215698242188 49.599315643310547, 17.27392578125 49.599922180175781, 17.273780822753906 49.600017547607422, 17.273603439331055 49.600040435791016, 17.273338317871094 49.5999641418457)"
4853978,,cycleway,,,"LINESTRING (17.261899948120117 49.595302581787109, 17.261863708496094 49.595245361328125, 17.261814117431641 49.595046997070312, 17.261787414550781 49.594898223876953, 17.261737823486328 49.594741821289062, 17.261701583862305 49.594680786132812, 17.261648178100586 49.594619750976562, 17.261507034301758 49.594509124755859, 17.261199951171875 49.594272613525391, 17.260799407958984 49.594100952148438, 17.260564804077148 49.594017028808594, 17.260541915893555 49.5940055847168)"
4924573,,service,,,"LINESTRING (17.262775421142578 49.593643188476562, 17.262475967407227 49.593742370605469)"
4924574,,footway,,,"LINESTRING (17.261562347412109 49.593711853027344, 17.261903762817383 49.593658447265625, 17.262359619140625 49.593574523925781, 17.262741088867188 49.593475341796875)"
4924575,,service,,,"LINESTRING (17.262741088867188 49.593475341796875, 17.262775421142578 49.593643188476562)"
4924576,,footway,,,"LINESTRING (17.262475967407227 49.593742370605469, 17.262359619140625 49.593574523925781)"
4924577,,residential,,,"LINESTRING (17.262462615966797 49.595108032226562, 17.262346267700195 49.594890594482422, 17.262258529663086 49.594680786132812, 17.262113571166992 49.594276428222656, 17.26203727722168 49.5941047668457, 17.261953353881836 49.593963623046875, 17.261867523193359 49.593868255615234, 17.261722564697266 49.593780517578125, 17.261562347412109 49.593711853027344)"
4924579,,footway,,,"LINESTRING (17.262741088867188 49.593475341796875, 17.263063430786133 49.5933837890625, 17.263397216796875 49.593276977539062)"
4924580,,tertiary,,,"LINESTRING (17.270584106445312 49.588127136230469, 17.270639419555664 49.5881462097168, 17.270681381225586 49.588180541992188, 17.27070426940918 49.588218688964844, 17.270708084106445 49.5882568359375, 17.270694732666016 49.588291168212891, 17.270666122436523 49.588325500488281, 17.2706241607666 49.588352203369141, 17.270572662353516 49.5883674621582, 17.270515441894531 49.588375091552734, 17.270452499389648 49.5883674621582, 17.270397186279297 49.588352203369141, 17.270351409912109 49.588321685791016, 17.270322799682617 49.588287353515625, 17.270313262939453 49.5882453918457, 17.270322799682617 49.588203430175781, 17.270353317260742 49.588169097900391, 17.27039909362793 49.588138580322266, 17.270458221435547 49.5881233215332, 17.27052116394043 49.588115692138672, 17.270584106445312 49.588127136230469)"
4924583,Vejdovského,tertiary,,,"LINESTRING (17.269842147827148 49.590740203857422, 17.269912719726562 49.590618133544922, 17.269962310791016 49.590534210205078, 17.269977569580078 49.590507507324219, 17.270021438598633 49.590431213378906, 17.270118713378906 49.59027099609375, 17.270139694213867 49.590232849121094, 17.270227432250977 49.590095520019531, 17.270362854003906 49.589881896972656, 17.270467758178711 49.58966064453125, 17.270469665527344 49.589626312255859, 17.270486831665039 49.589271545410156, 17.270492553710938 49.589176177978516, 17.270509719848633 49.588851928710938, 17.270517349243164 49.588760375976562, 17.270532608032227 49.588462829589844, 17.270515441894531 49.588375091552734)"
4924588,tř. Kosmonautů,tertiary,yes,,"LINESTRING (17.260744094848633 49.589328765869141, 17.260881423950195 49.589351654052734, 17.261030197143555 49.589370727539062, 17.261692047119141 49.589454650878906, 17.262693405151367 49.589584350585938, 17.262903213500977 49.589603424072266, 17.263967514038086 49.589698791503906)"
4924592,Šantova,residential,,,"LINESTRING (17.260532379150391 49.587963104248047, 17.260124206542969 49.587741851806641, 17.259807586669922 49.587764739990234, 17.259504318237305 49.587848663330078, 17.258485794067383 49.588897705078125)"
4924642,Wittgensteinova,tertiary,,,"LINESTRING (17.260713577270508 49.589382171630859, 17.260744094848633 49.589328765869141, 17.260824203491211 49.589187622070312, 17.261035919189453 49.588993072509766, 17.261274337768555 49.588848114013672, 17.261419296264648 49.588764190673828)"
4926055,nábř. Přemyslovců,residential,yes,,"LINESTRING (17.262060165405273 49.595596313476562, 17.262289047241211 49.595664978027344, 17.263586044311523 49.596401214599609)"
4955064,,footway,,,"LINESTRING (17.261911392211914 49.595317840576172, 17.262081146240234 49.595260620117188)"
5173674,Jeremenkova,tertiary,,,"LINESTRING (17.275922775268555 49.595550537109375, 17.275672912597656 49.5960693359375)"
5549526,Velkomoravská,primary,yes,2,"LINESTRING (17.270050048828125 49.584003448486328, 17.268611907958984 49.583480834960938, 17.267856597900391 49.583259582519531, 17.267097473144531 49.583065032958984, 17.265754699707031 49.582767486572266)"
5549528,,primary,yes,2,"LINESTRING (17.263303756713867 49.582279205322266, 17.261564254760742 49.581958770751953)"
6168235,Kosinova,residential,yes,,"LINESTRING (17.262628555297852 49.596748352050781, 17.262590408325195 49.5966682434082, 17.262060165405273 49.595596313476562)"
6168245,Akademická,residential,yes,,"LINESTRING (17.259252548217773 49.595207214355469, 17.259424209594727 49.595516204833984, 17.259546279907227 49.595832824707031, 17.259557723999023 49.595863342285156)"
6168251,Křížkovského,residential,yes,,"LINESTRING (17.260660171508789 49.595001220703125, 17.260463714599609 49.594985961914062, 17.2603816986084 49.594997406005859, 17.260286331176758 49.595008850097656, 17.259929656982422 49.595062255859375, 17.259733200073242 49.595096588134766, 17.259489059448242 49.595142364501953, 17.259340286254883 49.595169067382812, 17.259252548217773 49.595207214355469)"
6168252,Wurmova,residential,yes,,"LINESTRING (17.261053085327148 49.596969604492188, 17.261049270629883 49.596961975097656, 17.261041641235352 49.5969123840332, 17.261020660400391 49.596714019775391, 17.2609806060791 49.5965576171875, 17.260904312133789 49.596363067626953, 17.260820388793945 49.596153259277344)"
6168254,Akademická,residential,yes,,"LINESTRING (17.25965690612793 49.596775054931641, 17.259662628173828 49.596763610839844, 17.259672164916992 49.596717834472656, 17.259744644165039 49.596443176269531, 17.259733200073242 49.596210479736328, 17.259737014770508 49.596160888671875, 17.259696960449219 49.595897674560547, 17.25969123840332 49.595855712890625)"
6168261,Wurmova,residential,yes,,"LINESTRING (17.260692596435547 49.595733642578125, 17.260705947875977 49.5957145690918, 17.260721206665039 49.595684051513672, 17.260660171508789 49.595001220703125)"
6168264,Biskupské nám.,residential,yes,,"LINESTRING (17.260820388793945 49.596153259277344, 17.260715484619141 49.595821380615234, 17.260692596435547 49.595733642578125)"
6168275,Biskupské nám.,residential,no,,"LINESTRING (17.260820388793945 49.596153259277344, 17.260354995727539 49.596160888671875, 17.259820938110352 49.596172332763672)"
6168287,Biskupské nám.,residential,yes,,"LINESTRING (17.260692596435547 49.595733642578125, 17.260501861572266 49.595756530761719, 17.260143280029297 49.595802307128906, 17.259801864624023 49.595844268798828, 17.259702682495117 49.595855712890625, 17.25969123840332 49.595855712890625, 17.259557723999023 49.595863342285156)"
6168290,Mariánská,residential,yes,,"LINESTRING (17.259557723999023 49.595863342285156, 17.258163452148438 49.596027374267578, 17.258018493652344 49.596061706542969)"
6168299,,unclassified,,,"LINESTRING (17.272573471069336 49.582912445068359, 17.272504806518555 49.582859039306641, 17.27229118347168 49.582683563232422, 17.271871566772461 49.582344055175781, 17.271541595458984 49.581817626953125, 17.271352767944336 49.581508636474609)"
6168329,,service,,,"LINESTRING (17.260990142822266 49.594764709472656, 17.260768890380859 49.594863891601562, 17.260732650756836 49.594913482666016, 17.260704040527344 49.594947814941406, 17.260660171508789 49.595001220703125)"
8018732,Purkyňova,residential,yes,,"LINESTRING (17.285371780395508 49.592384338378906, 17.285358428955078 49.592376708984375, 17.285308837890625 49.592353820800781, 17.283178329467773 49.591304779052734, 17.282951354980469 49.591190338134766, 17.282869338989258 49.590496063232422)"
8073600,tř. Kosmonautů,tertiary,yes,,"LINESTRING (17.270021438598633 49.590431213378906, 17.270271301269531 49.590488433837891, 17.273670196533203 49.591312408447266, 17.273715972900391 49.5913200378418, 17.273952484130859 49.591377258300781, 17.274135589599609 49.591423034667969, 17.276277542114258 49.591964721679688, 17.276407241821289 49.592018127441406, 17.276512145996094 49.592094421386719)"
8073602,tř. Kosmonautů,tertiary,yes,,"LINESTRING (17.265003204345703 49.589778900146484, 17.265779495239258 49.58984375, 17.266460418701172 49.58990478515625, 17.267162322998047 49.5899543762207, 17.26738166809082 49.5899772644043, 17.26744270324707 49.589984893798828, 17.267486572265625 49.589988708496094, 17.267852783203125 49.590030670166016, 17.268640518188477 49.590137481689453, 17.269739151000977 49.590373992919922, 17.269811630249023 49.590389251708984, 17.270021438598633 49.590431213378906)"
8073603,tř. Kosmonautů,tertiary,yes,,"LINESTRING (17.263967514038086 49.589698791503906, 17.265003204345703 49.589778900146484)"
8073607,tř. Kosmonautů,tertiary,yes,,"LINESTRING (17.26405143737793 49.589866638183594, 17.262870788574219 49.589759826660156, 17.261964797973633 49.589649200439453, 17.2612361907959 49.58953857421875, 17.260990142822266 49.589500427246094, 17.260677337646484 49.589450836181641)"
8073608,tř. Kosmonautů,tertiary,yes,,"LINESTRING (17.265087127685547 49.589946746826172, 17.26405143737793 49.589866638183594)"
8073612,,primary_link,yes,,"LINESTRING (17.269796371459961 49.582851409912109, 17.269622802734375 49.582893371582031, 17.269510269165039 49.582935333251953, 17.269416809082031 49.582981109619141, 17.269371032714844 49.5830078125, 17.269304275512695 49.583053588867188, 17.269260406494141 49.583106994628906, 17.269231796264648 49.58319091796875, 17.269224166870117 49.583255767822266, 17.269231796264648 49.583332061767578, 17.269256591796875 49.583408355712891, 17.269298553466797 49.583469390869141, 17.26936149597168 49.583530426025391, 17.269433975219727 49.583583831787109, 17.270124435424805 49.583892822265625)"
8073613,,primary_link,yes,,"LINESTRING (17.270280838012695 49.5840950012207, 17.270015716552734 49.584030151367188)"
8073614,Babíčkova,residential,,,"LINESTRING (17.269172668457031 49.585140228271484, 17.269002914428711 49.585037231445312, 17.268739700317383 49.584873199462891, 17.268451690673828 49.584693908691406, 17.267955780029297 49.584388732910156)"
8073615,,tertiary,,,"LINESTRING (17.269796371459961 49.582851409912109, 17.270065307617188 49.582904815673828, 17.270355224609375 49.583023071289062, 17.27098274230957 49.583454132080078)"
9657602,Wanklova,residential,yes,,"LINESTRING (17.269577026367188 49.597171783447266, 17.268665313720703 49.595741271972656)"
10791595,,service,,,"LINESTRING (17.273891448974609 49.588069915771484, 17.274631500244141 49.588066101074219, 17.2750244140625 49.588066101074219, 17.276056289672852 49.588111877441406, 17.276220321655273 49.588115692138672)"
10791597,,primary_link,yes,,"LINESTRING (17.27918815612793 49.587741851806641, 17.278945922851562 49.587734222412109, 17.278213500976562 49.587608337402344, 17.278026580810547 49.587566375732422, 17.277849197387695 49.587554931640625, 17.277650833129883 49.587574005126953, 17.277507781982422 49.587608337402344, 17.277410507202148 49.587631225585938, 17.277244567871094 49.587703704833984, 17.277141571044922 49.587799072265625, 17.277036666870117 49.587898254394531, 17.2769775390625 49.588081359863281, 17.276865005493164 49.588363647460938)"
10791601,,primary_link,yes,,"LINESTRING (17.276941299438477 49.587715148925781, 17.276981353759766 49.587528228759766, 17.277013778686523 49.587425231933594, 17.277135848999023 49.587249755859375, 17.277214050292969 49.587207794189453, 17.27729606628418 49.587177276611328, 17.277439117431641 49.587135314941406, 17.277629852294922 49.587142944335938, 17.277786254882812 49.587184906005859, 17.277914047241211 49.58721923828125, 17.278324127197266 49.587337493896484, 17.278823852539062 49.587474822998047, 17.279457092285156 49.587684631347656)"
10791604,,primary_link,,,"LINESTRING (17.276941299438477 49.587715148925781, 17.276859283447266 49.587928771972656, 17.276834487915039 49.588134765625, 17.276865005493164 49.588363647460938)"
10795081,Babíčkova,tertiary,,,"LINESTRING (17.267955780029297 49.584388732910156, 17.266803741455078 49.585182189941406, 17.26643180847168 49.5854377746582, 17.266414642333984 49.58544921875, 17.266050338745117 49.585693359375)"
10795084,Holická,tertiary,,,"LINESTRING (17.269172668457031 49.585140228271484, 17.267982482910156 49.585891723632812, 17.267620086669922 49.586154937744141)"
15431711,Jiřího z Poděbrad,residential,,,"LINESTRING (17.26420783996582 49.596336364746094, 17.264215469360352 49.596347808837891, 17.264261245727539 49.596420288085938, 17.264711380004883 49.597148895263672, 17.264713287353516 49.597255706787109)"
15431712,,footway,,,"LINESTRING (17.262081146240234 49.595260620117188, 17.262296676635742 49.595180511474609)"
15431715,,footway,,,"LINESTRING (17.262296676635742 49.595180511474609, 17.262422561645508 49.595127105712891, 17.262462615966797 49.595108032226562)"
15431720,,service,,,"LINESTRING (17.262475967407227 49.593742370605469, 17.262422561645508 49.593757629394531, 17.262344360351562 49.593788146972656)"
15431723,,footway,,,"LINESTRING (17.262422561645508 49.593757629394531, 17.26249885559082 49.593864440917969)"
15433840,,residential,,,"LINESTRING (17.261562347412109 49.593711853027344, 17.26121711730957 49.593620300292969)"
15433844,,footway,,,"LINESTRING (17.26121711730957 49.593620300292969, 17.261186599731445 49.59368896484375)"
15433847,,footway,,,"LINESTRING (17.261072158813477 49.593833923339844, 17.260818481445312 49.593891143798828, 17.260541915893555 49.5940055847168)"
15433851,U reálky,residential,,,"LINESTRING (17.263675689697266 49.594623565673828, 17.262537002563477 49.595077514648438, 17.262462615966797 49.595108032226562)"
15433854,,footway,,,"LINESTRING (17.26373291015625 49.594223022460938, 17.263765335083008 49.594207763671875, 17.263935089111328 49.594135284423828)"
15433855,,steps,,,"LINESTRING (17.263967514038086 49.594409942626953, 17.263988494873047 49.594429016113281)"
15433856,,footway,,,"LINESTRING (17.263988494873047 49.594429016113281, 17.263994216918945 49.594432830810547, 17.264045715332031 49.594486236572266)"
15433858,,steps,,,"LINESTRING (17.263935089111328 49.594135284423828, 17.263982772827148 49.5941162109375)"
15433863,,footway,,,"LINESTRING (17.264083862304688 49.594078063964844, 17.263599395751953 49.593505859375, 17.263397216796875 49.593276977539062)"
15435703,,footway,,,"LINEARRING (17.265022277832031 49.595970153808594, 17.2650089263916 49.5959587097168, 17.264873504638672 49.595809936523438, 17.2648983001709 49.595802307128906, 17.264856338500977 49.595745086669922, 17.264989852905273 49.595695495605469, 17.265081405639648 49.5956916809082, 17.265239715576172 49.595733642578125, 17.26544189453125 49.595680236816406, 17.265413284301758 49.595645904541016, 17.265409469604492 49.59564208984375, 17.265377044677734 49.595607757568359, 17.265192031860352 49.595672607421875, 17.26508903503418 49.595558166503906, 17.264749526977539 49.595680236816406, 17.264772415161133 49.595706939697266, 17.264755249023438 49.595710754394531, 17.2647647857666 49.595718383789062, 17.264608383178711 49.595775604248047, 17.264602661132812 49.595771789550781, 17.264591217041016 49.595775604248047, 17.264570236206055 49.595748901367188, 17.26422119140625 49.595878601074219, 17.264324188232422 49.595996856689453, 17.26414680480957 49.596065521240234, 17.264184951782227 49.596096038818359, 17.264228820800781 49.596134185791016, 17.264377593994141 49.5960578918457, 17.264413833618164 49.5959358215332, 17.264461517333984 49.595893859863281, 17.264604568481445 49.5958366394043, 17.264652252197266 49.595890045166016, 17.264671325683594 49.595882415771484, 17.264785766601562 49.596038818359375, 17.264907836914062 49.596004486083984, 17.265022277832031 49.595970153808594)"
15677148,Stará Víska,residential,,,"LINESTRING (17.281766891479492 49.592414855957031, 17.281883239746094 49.592411041259766, 17.282482147216797 49.592372894287109, 17.282917022705078 49.592266082763672, 17.283193588256836 49.592239379882812, 17.283424377441406 49.592231750488281, 17.283735275268555 49.5924072265625, 17.283988952636719 49.592624664306641, 17.284454345703125 49.5929069519043)"
15677149,Stará Víska,residential,,,"LINESTRING (17.283988952636719 49.592624664306641, 17.283645629882812 49.59246826171875, 17.283378601074219 49.592350006103516, 17.283193588256836 49.592239379882812)"
15680541,Sladkovského,residential,,,"LINESTRING (17.282869338989258 49.590496063232422, 17.282817840576172 49.589752197265625, 17.283123016357422 49.589401245117188, 17.283493041992188 49.588802337646484, 17.283517837524414 49.588748931884766)"
15687807,Jeremenkova,residential,,,"LINESTRING (17.27801513671875 49.589763641357422, 17.278219223022461 49.589756011962891, 17.278261184692383 49.589756011962891, 17.278310775756836 49.589767456054688, 17.278352737426758 49.589786529541016, 17.278385162353516 49.589809417724609, 17.278413772583008 49.589836120605469, 17.278457641601562 49.589889526367188, 17.278474807739258 49.589912414550781, 17.278491973876953 49.589946746826172, 17.278499603271484 49.589969635009766, 17.27850341796875 49.589996337890625, 17.27850341796875 49.590045928955078, 17.278465270996094 49.59014892578125, 17.27833366394043 49.590427398681641, 17.2783145904541 49.5904655456543, 17.278181076049805 49.590782165527344, 17.277976989746094 49.591156005859375, 17.277742385864258 49.591583251953125, 17.2774600982666 49.592090606689453)"
15687814,,service,yes,,"LINESTRING (17.277671813964844 49.591346740722656, 17.27763557434082 49.591304779052734, 17.277599334716797 49.591236114501953, 17.277610778808594 49.591163635253906, 17.277690887451172 49.591022491455078, 17.27787971496582 49.5906867980957, 17.277927398681641 49.590526580810547, 17.277885437011719 49.590457916259766, 17.27763557434082 49.590293884277344, 17.277660369873047 49.590126037597656, 17.277729034423828 49.5899543762207)"
16914593,,residential,,,"LINESTRING (17.259462356567383 49.584182739257812, 17.259729385375977 49.584224700927734)"
17505581,Šmeralova,residential,,,"LINESTRING (17.261999130249023 49.591510772705078, 17.262054443359375 49.59149169921875, 17.262107849121094 49.591476440429688, 17.262449264526367 49.591346740722656, 17.262617111206055 49.591289520263672, 17.262821197509766 49.591213226318359, 17.263034820556641 49.591144561767578, 17.263223648071289 49.591236114501953, 17.26359748840332 49.591461181640625, 17.263608932495117 49.591468811035156, 17.264471054077148 49.592041015625, 17.265226364135742 49.5925407409668, 17.265296936035156 49.592586517333984, 17.265331268310547 49.592609405517578, 17.265392303466797 49.592681884765625, 17.265409469604492 49.592704772949219, 17.265512466430664 49.592826843261719, 17.265525817871094 49.592845916748047, 17.265623092651367 49.592964172363281, 17.265697479248047 49.593055725097656, 17.265769958496094 49.593143463134766, 17.265878677368164 49.593246459960938, 17.266017913818359 49.593402862548828, 17.266269683837891 49.593723297119141, 17.266292572021484 49.59375, 17.266502380371094 49.593971252441406, 17.266897201538086 49.59442138671875, 17.266942977905273 49.594497680664062)"
17505585,,residential,,,"LINESTRING (17.263019561767578 49.5908088684082, 17.263034820556641 49.591144561767578, 17.263187408447266 49.5911865234375, 17.263790130615234 49.5911865234375, 17.264070510864258 49.591190338134766, 17.263952255249023 49.591262817382812, 17.263608932495117 49.591468811035156)"
17505586,,service,,,"LINESTRING (17.263187408447266 49.5911865234375, 17.26319694519043 49.590244293212891, 17.263069152832031 49.590007781982422, 17.263145446777344 49.589992523193359, 17.263271331787109 49.589988708496094, 17.263704299926758 49.589992523193359)"
17505604,,footway,,,"LINESTRING (17.261186599731445 49.59368896484375, 17.261081695556641 49.593826293945312)"
17505605,,footway,,,"LINESTRING (17.261081695556641 49.593826293945312, 17.261072158813477 49.593833923339844)"
18814450,Nezvalova,residential,yes,,"LINESTRING (17.272495269775391 49.592155456542969, 17.271589279174805 49.591945648193359, 17.271244049072266 49.59185791015625, 17.27122688293457 49.591854095458984, 17.269809722900391 49.591499328613281, 17.269622802734375 49.591461181640625, 17.269500732421875 49.591426849365234, 17.269821166992188 49.590774536132812, 17.269842147827148 49.590740203857422)"
18814456,Nezvalova,residential,yes,,"LINESTRING (17.273380279541016 49.592369079589844, 17.272495269775391 49.592155456542969)"
19748524,Křižíkova,residential,yes,,"LINESTRING (17.272563934326172 49.593059539794922, 17.273397445678711 49.592838287353516)"
19748526,Březinova,residential,yes,,"LINESTRING (17.273397445678711 49.592838287353516, 17.273420333862305 49.592880249023438, 17.27386474609375 49.593551635742188, 17.27391242980957 49.593631744384766, 17.273918151855469 49.593643188476562)"
19748530,,footway,,,"LINESTRING (17.273420333862305 49.592880249023438, 17.273979187011719 49.592716217041016, 17.273834228515625 49.592491149902344, 17.273380279541016 49.592369079589844)"
19749888,Křižíkova,residential,yes,,"LINESTRING (17.272224426269531 49.593154907226562, 17.271640777587891 49.593315124511719, 17.270692825317383 49.593582153320312)"
22818725,,footway,,,"LINESTRING (17.259376525878906 49.5858154296875, 17.260011672973633 49.586025238037109)"
22818733,Wittgensteinova,tertiary,,,"LINESTRING (17.263368606567383 49.587600708007812, 17.264495849609375 49.586849212646484)"
22818782,,primary,,,"LINESTRING (17.279655456542969 49.595916748046875, 17.279298782348633 49.596172332763672)"
22818783,Divišova,primary,,,"LINESTRING (17.279211044311523 49.596237182617188, 17.279083251953125 49.596328735351562, 17.278568267822266 49.596683502197266, 17.277740478515625 49.597236633300781, 17.277275085449219 49.597576141357422, 17.277187347412109 49.5976448059082, 17.277107238769531 49.597713470458984, 17.27703857421875 49.597785949707031, 17.276918411254883 49.597938537597656, 17.276857376098633 49.598041534423828, 17.276815414428711 49.598136901855469, 17.276741027832031 49.598384857177734, 17.276741027832031 49.598384857177734, 17.276620864868164 49.599414825439453, 17.27653694152832 49.600200653076172, 17.276578903198242 49.600444793701172, 17.276649475097656 49.60064697265625, 17.276947021484375 49.601032257080078, 17.277448654174805 49.601661682128906, 17.277553558349609 49.6017951965332, 17.277776718139648 49.6020622253418, 17.278026580810547 49.6022834777832, 17.278127670288086 49.602375030517578)"
22818824,,primary_link,yes,,"LINESTRING (17.276695251464844 49.586772918701172, 17.276969909667969 49.586906433105469, 17.277158737182617 49.586990356445312, 17.277236938476562 49.587062835693359, 17.277288436889648 49.587120056152344, 17.27729606628418 49.587177276611328, 17.277303695678711 49.587242126464844, 17.277284622192383 49.587310791015625, 17.277172088623047 49.587474822998047, 17.277076721191406 49.587566375732422, 17.276941299438477 49.587715148925781)"
