Id, Rail Type, Bridge, Geometry
23638117,rail,,"LINESTRING (17.236448287963867 49.602451324462891, 17.235713958740234 49.603008270263672, 17.234973907470703 49.603572845458984, 17.234676361083984 49.603786468505859, 17.234516143798828 49.603900909423828, 17.234308242797852 49.604026794433594, 17.234149932861328 49.604118347167969, 17.233987808227539 49.604202270507812, 17.233476638793945 49.604438781738281, 17.232999801635742 49.604656219482422, 17.231876373291016 49.605182647705078, 17.231122970581055 49.605525970458984, 17.230371475219727 49.605869293212891, 17.230007171630859 49.606037139892578, 17.229776382446289 49.606143951416016, 17.229137420654297 49.606441497802734)"
23638118,rail,,"LINESTRING (17.259349822998047 49.585845947265625, 17.259256362915039 49.585819244384766, 17.259153366088867 49.585784912109375, 17.259109497070312 49.585769653320312, 17.259059906005859 49.58575439453125, 17.259012222290039 49.585739135742188, 17.258697509765625 49.585639953613281, 17.258386611938477 49.585552215576172, 17.258127212524414 49.585502624511719, 17.25786018371582 49.585468292236328, 17.257637023925781 49.585445404052734, 17.257326126098633 49.585441589355469, 17.257059097290039 49.585453033447266, 17.256870269775391 49.5854606628418, 17.255655288696289 49.585521697998047, 17.255491256713867 49.585533142089844, 17.254560470581055 49.5855712890625, 17.25432014465332 49.585586547851562, 17.254180908203125 49.585597991943359, 17.254024505615234 49.585605621337891, 17.253299713134766 49.585643768310547, 17.252153396606445 49.5857048034668, 17.251144409179688 49.585746765136719, 17.249929428100586 49.585811614990234, 17.2493953704834 49.585838317871094, 17.248991012573242 49.585861206054688, 17.248956680297852 49.585865020751953, 17.24879264831543 49.585872650146484, 17.248464584350586 49.585906982421875, 17.248123168945312 49.5859489440918, 17.247776031494141 49.58599853515625, 17.247337341308594 49.586082458496094, 17.246755599975586 49.586231231689453, 17.2464656829834 49.586307525634766, 17.246234893798828 49.586380004882812, 17.246070861816406 49.586444854736328, 17.245893478393555 49.586524963378906, 17.245702743530273 49.586620330810547, 17.245431900024414 49.586757659912109, 17.244331359863281 49.587314605712891, 17.244100570678711 49.587429046630859, 17.243852615356445 49.587554931640625, 17.243778228759766 49.587596893310547, 17.243757247924805 49.587608337402344, 17.243738174438477 49.587619781494141, 17.243656158447266 49.587669372558594, 17.243574142456055 49.587726593017578, 17.243488311767578 49.587795257568359, 17.243381500244141 49.587886810302734, 17.243282318115234 49.587982177734375, 17.243215560913086 49.588062286376953, 17.243131637573242 49.588165283203125, 17.243057250976562 49.588279724121094, 17.242935180664062 49.588531494140625, 17.242870330810547 49.588722229003906, 17.242790222167969 49.588958740234375, 17.24254035949707 49.589702606201172, 17.242147445678711 49.590843200683594, 17.241756439208984 49.592002868652344, 17.241598129272461 49.59259033203125, 17.241531372070312 49.592876434326172, 17.241472244262695 49.593097686767578, 17.241230010986328 49.594097137451172, 17.241060256958008 49.594814300537109, 17.241024017333984 49.5949592590332, 17.241001129150391 49.595054626464844, 17.240997314453125 49.595073699951172)"
24943797,roundhouse,,"LINEARRING (17.279621124267578 49.593379974365234, 17.279628753662109 49.5933837890625, 17.279743194580078 49.593448638916016, 17.279905319213867 49.593486785888672, 17.280019760131836 49.593505859375, 17.280265808105469 49.593509674072266, 17.280406951904297 49.593490600585938, 17.280605316162109 49.593429565429688, 17.280662536621094 49.593402862548828, 17.280675888061523 49.592857360839844, 17.280462265014648 49.592853546142578, 17.280458450317383 49.592975616455078, 17.280429840087891 49.593170166015625, 17.280353546142578 49.59320068359375, 17.280244827270508 49.593231201171875, 17.280126571655273 49.593235015869141, 17.280012130737305 49.593215942382812, 17.279903411865234 49.593170166015625, 17.279621124267578 49.593379974365234)"
24943946,turntable,,"LINESTRING (17.280130386352539 49.593093872070312, 17.2801570892334 49.593097686767578, 17.280183792114258 49.593093872070312, 17.280206680297852 49.593090057373047, 17.280231475830078 49.593086242675781, 17.280254364013672 49.593074798583984, 17.2802734375 49.593063354492188, 17.280298233032227 49.593044281005859, 17.280313491821289 49.593017578125, 17.280317306518555 49.592990875244141, 17.280313491821289 49.592964172363281, 17.280296325683594 49.592941284179688, 17.280271530151367 49.592918395996094, 17.280239105224609 49.592903137207031, 17.280202865600586 49.592891693115234, 17.28016471862793 49.592887878417969, 17.280126571655273 49.592891693115234, 17.280082702636719 49.592903137207031, 17.280046463012695 49.592918395996094, 17.280019760131836 49.592945098876953, 17.280002593994141 49.592971801757812, 17.280000686645508 49.593002319335938, 17.280010223388672 49.5930290222168, 17.280033111572266 49.593055725097656, 17.280061721801758 49.593074798583984, 17.280080795288086 49.593082427978516, 17.280101776123047 49.593090057373047, 17.280130386352539 49.593093872070312)"
25064227,rail,,"LINESTRING (17.219228744506836 49.6227912902832, 17.218612670898438 49.623222351074219, 17.217695236206055 49.623859405517578)"
25064228,rail,,"LINESTRING (17.209146499633789 49.629898071289062, 17.208986282348633 49.630035400390625, 17.208759307861328 49.6302375793457, 17.208425521850586 49.630558013916016, 17.208229064941406 49.630760192871094, 17.207675933837891 49.631328582763672, 17.2066650390625 49.632369995117188, 17.205924987792969 49.633129119873047, 17.205038070678711 49.634040832519531, 17.204193115234375 49.634906768798828, 17.203243255615234 49.635887145996094, 17.202503204345703 49.636650085449219, 17.201986312866211 49.637176513671875, 17.201778411865234 49.637382507324219, 17.201650619506836 49.637516021728516, 17.201316833496094 49.637859344482422, 17.200250625610352 49.638954162597656)"
25142657,rail,yes,"LINESTRING (17.278663635253906 49.621726989746094, 17.278669357299805 49.621761322021484)"
28005111,rail,,"LINESTRING (17.203243255615234 49.635887145996094, 17.203550338745117 49.635490417480469)"
28391595,rail,yes,"LINESTRING (17.262538909912109 49.5723876953125, 17.263402938842773 49.5732421875)"
28391596,rail,,"LINESTRING (17.263402938842773 49.5732421875, 17.26402473449707 49.573867797851562, 17.264535903930664 49.574378967285156, 17.265457153320312 49.5753059387207, 17.266277313232422 49.576118469238281, 17.266929626464844 49.576774597167969, 17.267799377441406 49.577640533447266, 17.269252777099609 49.5790901184082, 17.26972770690918 49.579559326171875, 17.269948959350586 49.579780578613281, 17.270595550537109 49.5804328918457, 17.270895004272461 49.580726623535156, 17.271266937255859 49.581100463867188)"
30117150,rail,yes,"LINESTRING (17.249881744384766 49.529033660888672, 17.249967575073242 49.529232025146484)"
30117151,rail,,"LINESTRING (17.249967575073242 49.529232025146484, 17.250019073486328 49.529396057128906, 17.250064849853516 49.529548645019531, 17.25010871887207 49.529823303222656, 17.250146865844727 49.530349731445312)"
31692904,rail,yes,"LINESTRING (17.261037826538086 49.630111694335938, 17.260950088500977 49.63031005859375)"
31692906,rail,,"LINESTRING (17.260950088500977 49.63031005859375, 17.260656356811523 49.630939483642578, 17.259689331054688 49.633037567138672, 17.258941650390625 49.634647369384766, 17.257965087890625 49.636760711669922, 17.257282257080078 49.638236999511719, 17.256780624389648 49.639320373535156, 17.256423950195312 49.640090942382812)"
31692908,rail,,"LINESTRING (17.269317626953125 49.612346649169922, 17.269523620605469 49.6120491027832, 17.269718170166016 49.611759185791016, 17.269906997680664 49.61151123046875, 17.270088195800781 49.611248016357422, 17.270313262939453 49.61077880859375, 17.27043342590332 49.610523223876953, 17.270660400390625 49.610015869140625, 17.271135330200195 49.6089973449707, 17.273086547851562 49.604759216308594, 17.273246765136719 49.604427337646484, 17.273391723632812 49.604068756103516)"
31692911,rail,,"LINESTRING (17.270023345947266 49.611545562744141, 17.270177841186523 49.611370086669922, 17.270307540893555 49.611213684082031, 17.270439147949219 49.611038208007812, 17.270544052124023 49.610874176025391, 17.270675659179688 49.610591888427734, 17.270923614501953 49.610057830810547, 17.271381378173828 49.609046936035156, 17.271804809570312 49.608119964599609, 17.272087097167969 49.6075325012207, 17.272520065307617 49.606597900390625, 17.272972106933594 49.605609893798828, 17.273031234741211 49.60546875, 17.27308464050293 49.605186462402344, 17.273134231567383 49.604938507080078, 17.273176193237305 49.604690551757812, 17.273246765136719 49.604427337646484)"
31692914,rail,,"LINESTRING (17.26953125 49.613784790039062, 17.269704818725586 49.613544464111328, 17.269792556762695 49.613365173339844, 17.269872665405273 49.613079071044922, 17.269920349121094 49.612880706787109, 17.269966125488281 49.612640380859375, 17.270030975341797 49.612430572509766, 17.270097732543945 49.612270355224609, 17.270444869995117 49.611522674560547, 17.272140502929688 49.607818603515625, 17.272632598876953 49.606788635253906, 17.272968292236328 49.606063842773438, 17.273063659667969 49.6058235168457, 17.273103713989258 49.605693817138672, 17.273147583007812 49.605487823486328, 17.273195266723633 49.605178833007812, 17.273237228393555 49.60498046875, 17.273277282714844 49.6047248840332, 17.2733211517334 49.604476928710938, 17.273391723632812 49.604068756103516, 17.273429870605469 49.603843688964844, 17.273504257202148 49.603496551513672, 17.2735652923584 49.6032829284668)"
31692915,rail,,"LINESTRING (17.269920349121094 49.612880706787109, 17.269994735717773 49.612689971923828, 17.270103454589844 49.612442016601562, 17.270286560058594 49.611980438232422, 17.270490646362305 49.611557006835938, 17.272197723388672 49.607833862304688, 17.272697448730469 49.606796264648438, 17.273033142089844 49.606071472167969, 17.2731876373291 49.605709075927734, 17.273218154907227 49.605587005615234, 17.273258209228516 49.605384826660156, 17.273279190063477 49.605068206787109, 17.273277282714844 49.6047248840332)"
31692916,rail,,"LINESTRING (17.269872665405273 49.613079071044922, 17.2701473236084 49.612461090087891, 17.270349502563477 49.612010955810547, 17.270570755004883 49.611537933349609, 17.272266387939453 49.607856750488281, 17.272762298583984 49.606803894042969, 17.272998809814453 49.606288909912109, 17.273113250732422 49.606006622314453, 17.2731876373291 49.605709075927734)"
31692917,rail,,"LINESTRING (17.270179748535156 49.612930297851562, 17.270362854003906 49.612701416015625, 17.270492553710938 49.612541198730469, 17.270584106445312 49.612407684326172, 17.270807266235352 49.611930847167969, 17.272661209106445 49.607917785644531, 17.272905349731445 49.607368469238281, 17.273136138916016 49.606891632080078, 17.273220062255859 49.606716156005859, 17.273281097412109 49.6065559387207, 17.2733154296875 49.6064338684082, 17.273326873779297 49.606327056884766, 17.273324966430664 49.606227874755859, 17.273349761962891 49.606002807617188)"
31692919,rail,,"LINESTRING (17.269784927368164 49.613548278808594, 17.270017623901367 49.613327026367188, 17.270181655883789 49.6131477355957, 17.270355224609375 49.612899780273438, 17.270469665527344 49.612709045410156, 17.270530700683594 49.612602233886719, 17.270626068115234 49.6124382019043, 17.270708084106445 49.612297058105469, 17.270875930786133 49.611930847167969, 17.273141860961914 49.607025146484375, 17.273271560668945 49.606739044189453, 17.273323059082031 49.606601715087891, 17.273372650146484 49.606407165527344, 17.273393630981445 49.6061897277832, 17.273405075073242 49.6059684753418)"
31692920,rail,,"LINESTRING (17.270139694213867 49.6132926940918, 17.270410537719727 49.613071441650391, 17.270589828491211 49.612876892089844, 17.270727157592773 49.612712860107422, 17.270847320556641 49.612556457519531, 17.270956039428711 49.612354278564453, 17.271127700805664 49.611972808837891, 17.2730770111084 49.607734680175781, 17.273258209228516 49.607368469238281, 17.273380279541016 49.607101440429688, 17.273441314697266 49.606864929199219, 17.273464202880859 49.606689453125)"
31692924,abandoned,,"LINESTRING (17.266046524047852 49.618232727050781, 17.265769958496094 49.618831634521484, 17.265491485595703 49.619441986083984, 17.265445709228516 49.619609832763672, 17.2653865814209 49.619930267333984, 17.265323638916016 49.620208740234375, 17.265235900878906 49.620555877685547, 17.265171051025391 49.620815277099609, 17.265022277832031 49.621360778808594)"
31692925,abandoned,,"LINESTRING (17.265323638916016 49.620208740234375, 17.265562057495117 49.619625091552734, 17.265913009643555 49.618865966796875, 17.266454696655273 49.617691040039062, 17.267013549804688 49.616481781005859, 17.267549514770508 49.615322113037109, 17.268045425415039 49.614234924316406, 17.268217086791992 49.613899230957031)"
31692926,abandoned,,"LINESTRING (17.265235900878906 49.620555877685547, 17.265424728393555 49.620124816894531, 17.265645980834961 49.619644165039062, 17.265995025634766 49.6188850402832, 17.266534805297852 49.617713928222656, 17.267097473144531 49.616497039794922, 17.267518997192383 49.615581512451172)"
31692929,rail,,"LINESTRING (17.274051666259766 49.602069854736328, 17.274003982543945 49.602176666259766, 17.27385139465332 49.602508544921875, 17.273433685302734 49.603397369384766, 17.27294921875 49.6043815612793, 17.272741317749023 49.604804992675781)"
31693689,rail,,"LINESTRING (17.263940811157227 49.608905792236328, 17.264680862426758 49.609031677246094, 17.264848709106445 49.609058380126953, 17.265005111694336 49.60906982421875)"
31694185,rail,,"LINESTRING (17.268686294555664 49.613059997558594, 17.268911361694336 49.612564086914062, 17.26904296875 49.612255096435547, 17.26909065246582 49.612129211425781, 17.269115447998047 49.612014770507812, 17.269149780273438 49.611839294433594, 17.269197463989258 49.611701965332031, 17.269319534301758 49.611354827880859, 17.269460678100586 49.610977172851562, 17.269468307495117 49.610801696777344, 17.269443511962891 49.610591888427734, 17.269397735595703 49.610454559326172, 17.269330978393555 49.610317230224609, 17.269237518310547 49.610172271728516, 17.269100189208984 49.610015869140625, 17.268985748291016 49.609905242919922, 17.26884651184082 49.609786987304688, 17.268716812133789 49.609699249267578, 17.268564224243164 49.609619140625, 17.26835823059082 49.609523773193359, 17.268161773681641 49.609455108642578, 17.267959594726562 49.609390258789062, 17.267787933349609 49.609348297119141, 17.267620086669922 49.609321594238281, 17.267402648925781 49.609291076660156, 17.267086029052734 49.609260559082031, 17.266189575195312 49.609176635742188, 17.266155242919922 49.609172821044922, 17.265233993530273 49.609092712402344)"
32442313,tram,,"LINESTRING (17.253879547119141 49.596481323242188, 17.253925323486328 49.596614837646484, 17.253921508789062 49.596633911132812, 17.25391960144043 49.596641540527344, 17.2539005279541 49.596763610839844, 17.253795623779297 49.597091674804688)"
37669686,rail,,"LINESTRING (17.269704818725586 49.613544464111328, 17.269834518432617 49.613376617431641, 17.269886016845703 49.613315582275391, 17.270029067993164 49.613121032714844, 17.270179748535156 49.612930297851562, 17.270435333251953 49.612461090087891, 17.270679473876953 49.611904144287109, 17.27252197265625 49.6079216003418, 17.272850036621094 49.607204437255859, 17.273046493530273 49.606788635253906, 17.273176193237305 49.606502532958984, 17.27324104309082 49.606342315673828, 17.273305892944336 49.606178283691406, 17.273349761962891 49.606002807617188, 17.273365020751953 49.6058464050293, 17.273370742797852 49.605716705322266)"
37669687,rail,,"LINESTRING (17.269792556762695 49.613365173339844, 17.269939422607422 49.613071441650391, 17.270158767700195 49.612579345703125, 17.270362854003906 49.612136840820312, 17.270654678344727 49.611499786376953, 17.272331237792969 49.607868194580078, 17.273113250732422 49.6061897277832, 17.273170471191406 49.6060676574707, 17.273204803466797 49.6059684753418, 17.273252487182617 49.605731964111328, 17.273258209228516 49.605384826660156)"
40803384,tram,yes,"LINESTRING (17.280998229980469 49.588127136230469, 17.279914855957031 49.587966918945312)"
40803385,tram,,"LINESTRING (17.279914855957031 49.587966918945312, 17.279819488525391 49.58795166015625, 17.27971076965332 49.587947845458984, 17.279621124267578 49.58795166015625, 17.279537200927734 49.587970733642578, 17.279443740844727 49.587997436523438, 17.279375076293945 49.588039398193359, 17.279329299926758 49.588077545166016, 17.279285430908203 49.588127136230469, 17.279258728027344 49.588165283203125, 17.279119491577148 49.588474273681641, 17.279014587402344 49.588775634765625, 17.2789306640625 49.5890998840332, 17.278846740722656 49.589435577392578)"
51024728,tram,,"LINESTRING (17.278812408447266 49.589408874511719, 17.278785705566406 49.589340209960938, 17.278757095336914 49.589298248291016, 17.278705596923828 49.589248657226562, 17.278650283813477 49.589206695556641, 17.278575897216797 49.58917236328125, 17.278497695922852 49.589153289794922, 17.278383255004883 49.589141845703125, 17.278299331665039 49.589149475097656, 17.278226852416992 49.58917236328125, 17.278163909912109 49.589210510253906, 17.278106689453125 49.589248657226562, 17.278091430664062 49.589279174804688, 17.278079986572266 49.589302062988281, 17.278068542480469 49.589347839355469, 17.278066635131836 49.589385986328125, 17.278078079223633 49.589435577392578, 17.278141021728516 49.589523315429688, 17.278511047363281 49.589813232421875, 17.278549194335938 49.589851379394531, 17.278589248657227 49.589893341064453, 17.27862548828125 49.589931488037109, 17.278646469116211 49.5899772644043, 17.278656005859375 49.590042114257812)"
51250091,rail,,"LINESTRING (17.276439666748047 49.597305297851562, 17.2762451171875 49.5976448059082, 17.276033401489258 49.598075866699219, 17.275228500366211 49.599819183349609, 17.27491569519043 49.600337982177734, 17.274627685546875 49.600971221923828)"
51250093,rail,yes,"LINESTRING (17.274234771728516 49.601974487304688, 17.274204254150391 49.602108001708984)"
51250094,roundhouse,,"LINEARRING (17.275104522705078 49.60296630859375, 17.275142669677734 49.6028938293457, 17.275169372558594 49.602821350097656, 17.275224685668945 49.602691650390625, 17.275150299072266 49.602691650390625, 17.275156021118164 49.602581024169922, 17.275230407714844 49.602584838867188, 17.275199890136719 49.602512359619141, 17.275154113769531 49.602436065673828, 17.275096893310547 49.602371215820312, 17.275054931640625 49.602390289306641, 17.275043487548828 49.602378845214844, 17.275032043457031 49.602382659912109, 17.274972915649414 49.602325439453125, 17.274890899658203 49.602272033691406, 17.274805068969727 49.602222442626953, 17.274686813354492 49.602176666259766, 17.274681091308594 49.6021842956543, 17.274528503417969 49.602153778076172, 17.274482727050781 49.602226257324219, 17.2745304107666 49.602237701416016, 17.2744197845459 49.602409362792969, 17.274503707885742 49.602436065673828, 17.274578094482422 49.602474212646484, 17.274641036987305 49.602519989013672, 17.274690628051758 49.602573394775391, 17.274723052978516 49.602630615234375, 17.274740219116211 49.602691650390625, 17.274742126464844 49.602737426757812, 17.274726867675781 49.602798461914062, 17.274696350097656 49.602855682373047, 17.274648666381836 49.602909088134766, 17.274587631225586 49.602954864501953, 17.274513244628906 49.602993011474609, 17.274429321289062 49.603023529052734, 17.27433967590332 49.603042602539062, 17.274246215820312 49.603050231933594, 17.274150848388672 49.603042602539062, 17.274127960205078 49.603042602539062, 17.274059295654297 49.603271484375, 17.274131774902344 49.603275299072266, 17.27424430847168 49.6032829284668, 17.274280548095703 49.6032829284668, 17.274288177490234 49.603359222412109, 17.274412155151367 49.603347778320312, 17.274528503417969 49.603328704833984, 17.274641036987305 49.603302001953125, 17.274747848510742 49.603267669677734, 17.274847030639648 49.603221893310547, 17.274938583374023 49.603164672851562, 17.274911880493164 49.6031494140625, 17.274988174438477 49.603096008300781, 17.275049209594727 49.603031158447266, 17.275104522705078 49.60296630859375)"
53764597,rail,yes,"LINESTRING (17.256423950195312 49.640090942382812, 17.256385803222656 49.640174865722656)"
53764600,rail,,"LINESTRING (17.256385803222656 49.640174865722656, 17.256061553955078 49.640888214111328, 17.25531005859375 49.642501831054688, 17.254819869995117 49.643558502197266, 17.25433349609375 49.644615173339844, 17.253860473632812 49.6456413269043, 17.25312614440918 49.647232055664062)"
57101528,tram,,"LINESTRING (17.278846740722656 49.589435577392578, 17.278656005859375 49.590042114257812)"
58534140,rail,,"LINESTRING (17.269834518432617 49.613376617431641, 17.26994514465332 49.613189697265625, 17.270023345947266 49.613014221191406, 17.270227432250977 49.612579345703125, 17.270524978637695 49.611961364746094, 17.270725250244141 49.61151123046875, 17.271062850952148 49.610790252685547, 17.271369934082031 49.610122680664062, 17.271482467651367 49.609882354736328, 17.271760940551758 49.609272003173828, 17.271949768066406 49.608860015869141, 17.272397994995117 49.607891082763672, 17.272941589355469 49.606712341308594, 17.273204803466797 49.606128692626953, 17.27325439453125 49.605979919433594, 17.273298263549805 49.605785369873047, 17.273311614990234 49.605609893798828, 17.2733211517334 49.605369567871094)"
59599185,rail,,"LINESTRING (17.313140869140625 49.583354949951172, 17.312509536743164 49.582920074462891, 17.3116512298584 49.582324981689453, 17.311361312866211 49.582149505615234, 17.3111572265625 49.582050323486328, 17.310977935791016 49.581981658935547, 17.310800552368164 49.581924438476562, 17.310556411743164 49.581859588623047, 17.308551788330078 49.581352233886719, 17.307905197143555 49.5811882019043, 17.30766487121582 49.581138610839844, 17.307428359985352 49.581096649169922, 17.307334899902344 49.581081390380859, 17.307046890258789 49.581039428710938, 17.306804656982422 49.580997467041016, 17.306570053100586 49.580940246582031, 17.306350708007812 49.580883026123047, 17.306074142456055 49.580795288085938, 17.305810928344727 49.580696105957031)"
